asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
UNI,2026-01-25 16:00:00+00:00,4.582,1.0,4.783071428571429,4.485485714285714,4222.184489758244,3.0,0.9310480356216431,2.08,2026-01-30 16:00:00+00:00,2026-01-27 20:00:00+00:00,4.783071428571429,tp,181.05949753726472,1
ARB,2026-01-25 16:00:00+00:00,0.1643,1.0,0.17338928571428572,0.15993714285714286,1407.3948299194146,1.0,0.8379074335098267,2.08,2026-01-30 16:00:00+00:00,2026-01-29 12:00:00+00:00,0.15993714285714286,sl,-39.20187491330868,1
FIL,2026-01-29 14:00:00+00:00,1.204,1.0,1.2368571428571427,1.1882285714285714,1428.9628978539856,1.0,0.8107867240905762,2.08,2026-02-03 14:00:00+00:00,2026-01-29 18:00:00+00:00,1.1882285714285714,sl,-20.575912792729852,1
POL,2026-01-29 15:00:00+00:00,0.1121,1.0,0.11561785714285715,0.11041142857142858,1428.9628978539856,1.0,0.8174866437911987,2.08,2026-02-03 15:00:00+00:00,2026-01-29 18:00:00+00:00,0.11041142857142858,sl,-23.38223626145525,1
AVAX,2026-01-29 12:00:00+00:00,11.01,-1.0,10.333214285714286,11.334857142857143,2857.9257957079712,2.0,0.9123210906982422,2.08,2026-02-03 12:00:00+00:00,2026-01-31 12:00:00+00:00,10.333214285714286,tp,172.81903615014005,1
APT,2026-01-31 11:00:00+00:00,1.364,-1.0,1.3211428571428572,1.3845714285714286,2835.9467211808787,2.0,0.8606216907501221,2.08,2026-02-05 11:00:00+00:00,2026-01-31 14:00:00+00:00,1.3211428571428572,tp,86.27004577507645,1
AVAX,2026-01-31 12:00:00+00:00,10.16,-1.0,9.36357142857143,10.542285714285715,1461.1781196279744,1.0,0.8188028335571289,2.08,2026-02-05 12:00:00+00:00,2026-01-31 16:00:00+00:00,9.36357142857143,tp,113.07858589789102,1
POL,2026-01-31 14:00:00+00:00,0.1036,-1.0,0.10013571428571427,0.10526285714285714,1482.7456310717434,1.0,0.8358703851699829,2.08,2026-02-05 14:00:00+00:00,2026-01-31 17:00:00+00:00,0.10013571428571427,tp,48.09886158554421,1
APT,2026-01-31 17:00:00+00:00,1.228,-1.0,1.1501428571428571,1.2653714285714286,4569.119978827806,3.0,0.9231712818145752,2.08,2026-02-05 17:00:00+00:00,2026-01-31 18:00:00+00:00,1.1501428571428571,tp,285.12031562623895,1
ATOM,2026-01-31 17:00:00+00:00,1.921,-1.0,1.8351071428571428,1.9622285714285714,3046.079985885204,2.0,0.9146349430084229,2.08,2026-02-05 17:00:00+00:00,2026-01-31 18:00:00+00:00,1.8351071428571428,tp,133.1520007394424,1
DOT,2026-01-31 17:00:00+00:00,1.497,-1.0,1.4196785714285716,1.5341142857142858,3046.079985885204,2.0,0.8897332549095154,2.08,2026-02-05 17:00:00+00:00,2026-01-31 18:00:00+00:00,1.4196785714285716,tp,154.28675638784952,1
DOT,2026-02-02 15:00:00+00:00,1.571,-1.0,1.49475,1.6076,3332.3595222619697,2.0,0.8930382132530212,2.08,2026-02-07 15:00:00+00:00,2026-02-03 15:00:00+00:00,1.49475,tp,158.40692346467307,1
APT,2026-02-05 10:00:00+00:00,1.166,-1.0,1.1065357142857142,1.1945428571428571,3411.5629839943063,2.0,0.8995311856269836,2.08,2026-02-10 10:00:00+00:00,2026-02-05 15:00:00+00:00,1.1065357142857142,tp,170.57313342468382,1
FIL,2026-02-05 20:00:00+00:00,0.89,-1.0,0.8144642857142858,0.9262571428571429,3496.849550706648,2.0,0.8501722812652588,2.08,2026-02-10 20:00:00+00:00,2026-02-06 00:00:00+00:00,0.8144642857142858,tp,293.2863286091873,1
UNI,2026-02-06 00:00:00+00:00,3.08,-1.0,2.6075,3.3068,5465.2390725168625,3.0,0.9514103531837463,2.08,2026-02-11 00:00:00+00:00,2026-02-06 08:00:00+00:00,3.3068,sl,-409.5451424977861,1
APT,2026-02-06 00:00:00+00:00,1.01,-1.0,0.8935714285714285,1.0658857142857143,5465.2390725168625,3.0,0.9208774566650391,2.08,2026-02-11 00:00:00+00:00,2026-02-06 11:00:00+00:00,1.0658857142857143,sl,-309.5095526851627,1
OP,2026-02-06 00:00:00+00:00,0.1747,-1.0,0.1451107142857143,0.18890285714285712,5465.2390725168625,3.0,0.9472951292991638,2.08,2026-02-11 00:00:00+00:00,2026-02-06 12:00:00+00:00,0.18890285714285712,sl,-451.4208371166416,1
DOT,2026-02-09 10:00:00+00:00,1.284,-1.0,1.24025,1.305,1529.1274744307232,1.0,0.8069705367088318,2.08,2026-02-14 10:00:00+00:00,2026-02-09 14:00:00+00:00,1.305,sl,-26.99695992473895,1
POL,2026-02-13 02:00:00+00:00,0.0987,-1.0,0.09462857142857142,0.10065428571428571,1522.3782344495385,1.0,0.8086656928062439,2.08,2026-02-18 02:00:00+00:00,2026-02-13 06:00:00+00:00,0.09462857142857142,tp,61.276550238284386,1
POL,2026-02-13 22:00:00+00:00,0.1006,-1.0,0.09722499999999999,0.10221999999999999,3075.394744018219,2.0,0.9007053971290588,2.08,2026-02-18 22:00:00+00:00,2026-02-14 08:00:00+00:00,0.10221999999999999,sl,-53.52226252417701,1
ICP,2026-02-14 11:00:00+00:00,2.461,-1.0,2.383428571428571,2.4997857142857143,2286.4752095670983,2.0,0.9067422151565552,2.0,2026-02-19 11:00:00+00:00,2026-02-14 16:00:00+00:00,2.4997857142857143,sl,-39.00759623632934,1
POL,2026-02-14 16:00:00+00:00,0.1178,-1.0,0.1128,0.1202,3029.1298146379663,2.0,0.9179210662841797,2.08,2026-02-19 16:00:00+00:00,2026-02-14 18:00:00+00:00,0.1128,tp,125.54174516999569,1
APT,2026-02-14 14:00:00+00:00,0.972,1.0,0.9966428571428572,0.9601714285714286,1524.3168063780654,1.0,0.8269030451774597,2.08,2026-02-19 14:00:00+00:00,2026-02-14 19:00:00+00:00,0.9966428571428572,tp,37.121281238921284,1
OP,2026-02-14 16:00:00+00:00,0.1999,-1.0,0.18848928571428572,0.20537714285714284,1514.5649073189832,1.0,0.8057317733764648,2.08,2026-02-19 16:00:00+00:00,2026-02-15 12:00:00+00:00,0.18848928571428572,tp,84.93999949781477,1
OP,2026-02-18 20:00:00+00:00,0.1655,-1.0,0.15285714285714286,0.17156857142857143,4729.396991386999,3.0,0.9272797107696533,2.08,2026-02-23 20:00:00+00:00,2026-02-19 04:00:00+00:00,0.15285714285714286,tp,356.5581591050736,1
DOT,2026-02-18 18:00:00+00:00,1.32,-1.0,1.2844642857142858,1.337057142857143,3152.9313275913323,2.0,0.8891363739967346,2.08,2026-02-23 18:00:00+00:00,2026-02-19 13:00:00+00:00,1.2844642857142858,tp,81.72711929344142,1
DOT,2026-02-19 13:00:00+00:00,1.277,-1.0,1.2494999999999998,1.2902,3372.0739667905896,2.0,0.8761222958564758,2.08,2026-02-24 13:00:00+00:00,2026-02-20 00:00:00+00:00,1.2902,sl,-39.23990317455379,1
